Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Total, Hunedoara, Anul 2014, Numar persoane, 18988
70-74 ani, Total, Total, Hunedoara, Anul 2015, Numar persoane, 18397
70-74 ani, Total, Total, Hunedoara, Anul 2016, Numar persoane, 17597
70-74 ani, Total, Total, Hunedoara, Anul 2017, Numar persoane, 17961
70-74 ani, Total, Total, Hunedoara, Anul 2018, Numar persoane, 18559
70-74 ani, Total, Total, Hunedoara, Anul 2019, Numar persoane, 19436
70-74 ani, Total, Total, Hunedoara, Anul 2020, Numar persoane, 20309
70-74 ani, Total, Total, Hunedoara, Anul 2021, Numar persoane, 21426
70-74 ani, Total, Total, Hunedoara, Anul 2022, Numar persoane, 21982
70-74 ani, Total, Total, Hunedoara, Anul 2023, Numar persoane, 22328
70-74 ani, Total, Total, Timis, Anul 2012, Numar persoane, 25933
70-74 ani, Total, Total, Timis, Anul 2013, Numar persoane, 25026
70-74 ani, Total, Total, Timis, Anul 2014, Numar persoane, 23787
70-74 ani, Total, Total, Timis, Anul 2015, Numar persoane, 23089
70-74 ani, Total, Total, Timis, Anul 2016, Numar persoane, 22376
70-74 ani, Total, Total, Timis, Anul 2017, Numar persoane, 23007
70-74 ani, Total, Total, Timis, Anul 2018, Numar persoane, 24890
70-74 ani, Total, Total, Timis, Anul 2019, Numar persoane, 27014
70-74 ani, Total, Total, Timis, Anul 2020, Numar persoane, 29480
70-74 ani, Total, Total, Timis, Anul 2021, Numar persoane, 31947
70-74 ani, Total, Total, Timis, Anul 2022, Numar persoane, 33240
70-74 ani, Total, Total, Timis, Anul 2023, Numar persoane, 34329
75-79 ani, Total, Total, Bihor, Anul 2012, Numar persoane, 18985
75-79 ani, Total, Total, Bihor, Anul 2013, Numar persoane, 18918
75-79 ani, Total, Total, Bihor, Anul 2014, Numar persoane, 19375
75-79 ani, Total, Total, Bihor, Anul 2015, Numar persoane, 19303
75-79 ani, Total, Total, Bihor, Anul 2016, Numar persoane, 19100
75-79 ani, Total, Total, Bihor, Anul 2017, Numar persoane, 18806
75-79 ani, Total, Total, Bihor, Anul 2018, Numar persoane, 18241
75-79 ani, Total, Total, Bihor, Anul 2019, Numar persoane, 17417
75-79 ani, Total, Total, Bihor, Anul 2020, Numar persoane, 17412
75-79 ani, Total, Total, Bihor, Anul 2021, Numar persoane, 17147
75-79 ani, Total, Total, Bihor, Anul 2022, Numar persoane, 17376
75-79 ani, Total, Total, Bihor, Anul 2023, Numar persoane, 18024
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2012, Numar persoane, 9331
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2013, Numar persoane, 9143
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2014, Numar persoane, 9130
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2015, Numar persoane, 9221
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2016, Numar persoane, 9104
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2017, Numar persoane, 9238
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2018, Numar persoane, 9094
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2019, Numar persoane, 8857
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2020, Numar persoane, 8845
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2021, Numar persoane, 8763
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2022, Numar persoane, 8759
75-79 ani, Total, Total, Bistrita-Nasaud, Anul 2023, Numar persoane, 8981
75-79 ani, Total, Total, Cluj, Anul 2012, Numar persoane, 23581
75-79 ani, Total, Total, Cluj, Anul 2013, Numar persoane, 23782
75-79 ani, Total, Total, Cluj, Anul 2014, Numar persoane, 24275
75-79 ani, Total, Total, Cluj, Anul 2015, Numar persoane, 24979
75-79 ani, Total, Total, Cluj, Anul 2016, Numar persoane, 25217
75-79 ani, Total, Total, Cluj, Anul 2017, Numar persoane, 25569
75-79 ani, Total, Total, Cluj, Anul 2018, Numar persoane, 25308
75-79 ani, Total, Total, Cluj, Anul 2019, Numar persoane, 24460
75-79 ani, Total, Total, Cluj, Anul 2020, Numar persoane, 24066
75-79 ani, Total, Total, Cluj, Anul 2021, Numar persoane, 23299
75-79 ani, Total, Total, Cluj, Anul 2022, Numar persoane, 23264
75-79 ani, Total, Total, Cluj, Anul 2023, Numar persoane, 23529
75-79 ani, Total, Total, Maramures, Anul 2012, Numar persoane, 13944
75-79 ani, Total, Total, Maramures, Anul 2013, Numar persoane, 13989
75-79 ani, Total, Total, Maramures, Anul 2014, Numar persoane, 14469
75-79 ani, Total, Total, Maramures, Anul 2015, Numar persoane, 14980
75-79 ani, Total, Total, Maramures, Anul 2016, Numar persoane, 14961
75-79 ani, Total, Total, Maramures, Anul 2017, Numar persoane, 15325
75-79 ani, Total, Total, Maramures, Anul 2018, Numar persoane, 15294
75-79 ani, Total, Total, Maramures, Anul 2019, Numar persoane, 15167
75-79 ani, Total, Total, Maramures, Anul 2020, Numar persoane, 15345
75-79 ani, Total, Total, Maramures, Anul 2021, Numar persoane, 14943
75-79 ani, Total, Total, Maramures, Anul 2022, Numar persoane, 15047
75-79 ani, Total, Total, Maramures, Anul 2023, Numar persoane, 15230
75-79 ani, Total, Total, Satu Mare, Anul 2012, Numar persoane, 9344
75-79 ani, Total, Total, Satu Mare, Anul 2013, Numar persoane, 9435
75-79 ani, Total, Total, Satu Mare, Anul 2014, Numar persoane, 9766
75-79 ani, Total, Total, Satu Mare, Anul 2015, Numar persoane, 9973
75-79 ani, Total, Total, Satu Mare, Anul 2016, Numar persoane, 9770
75-79 ani, Total, Total, Satu Mare, Anul 2017, Numar persoane, 9844
75-79 ani, Total, Total, Satu Mare, Anul 2018, Numar persoane, 9781
75-79 ani, Total, Total, Satu Mare, Anul 2019, Numar persoane, 9776
75-79 ani, Total, Total, Satu Mare, Anul 2020, Numar persoane, 10006
75-79 ani, Total, Total, Satu Mare, Anul 2021, Numar persoane, 9898
75-79 ani, Total, Total, Satu Mare, Anul 2022, Numar persoane, 9863
75-79 ani, Total, Total, Satu Mare, Anul 2023, Numar persoane, 10008
75-79 ani, Total, Total, Salaj, Anul 2012, Numar persoane, 8459
75-79 ani, Total, Total, Salaj, Anul 2013, Numar persoane, 8448
75-79 ani, Total, Total, Salaj, Anul 2014, Numar persoane, 8609
75-79 ani, Total, Total, Salaj, Anul 2015, Numar persoane, 8625
75-79 ani, Total, Total, Salaj, Anul 2016, Numar persoane, 8681
75-79 ani, Total, Total, Salaj, Anul 2017, Numar persoane, 8731
75-79 ani, Total, Total, Salaj, Anul 2018, Numar persoane, 8567
75-79 ani, Total, Total, Salaj, Anul 2019, Numar persoane, 8137
75-79 ani, Total, Total, Salaj, Anul 2020, Numar persoane, 8238
75-79 ani, Total, Total, Salaj, Anul 2021, Numar persoane, 7934
75-79 ani, Total, Total, Salaj, Anul 2022, Numar persoane, 7728
75-79 ani, Total, Total, Salaj, Anul 2023, Numar persoane, 7956
75-79 ani, Total, Total, Alba, Anul 2012, Numar persoane, 12899
75-79 ani, Total, Total, Alba, Anul 2013, Numar persoane, 13011
75-79 ani, Total, Total, Alba, Anul 2014, Numar persoane, 13291
75-79 ani, Total, Total, Alba, Anul 2015, Numar persoane, 13410
75-79 ani, Total, Total, Alba, Anul 2016, Numar persoane, 13261
75-79 ani, Total, Total, Alba, Anul 2017, Numar persoane, 12879
75-79 ani, Total, Total, Alba, Anul 2018, Numar persoane, 12415
75-79 ani, Total, Total, Alba, Anul 2019, Numar persoane, 11750
75-79 ani, Total, Total, Alba, Anul 2020, Numar persoane, 11596
75-79 ani, Total, Total, Alba, Anul 2021, Numar persoane, 11251
75-79 ani, Total, Total, Alba, Anul 2022, Numar persoane, 11351
75-79 ani, Total, Total, Alba, Anul 2023, Numar persoane, 11901
75-79 ani, Total, Total, Brasov, Anul 2012, Numar persoane, 17248
75-79 ani, Total, Total, Brasov, Anul 2013, Numar persoane, 17507
75-79 ani, Total, Total, Brasov, Anul 2014, Numar persoane, 17990
75-79 ani, Total, Total, Brasov, Anul 2015, Numar persoane, 18416
75-79 ani, Total, Total, Brasov, Anul 2016, Numar persoane, 18333
75-79 ani, Total, Total, Brasov, Anul 2017, Numar persoane, 18198
75-79 ani, Total, Total, Brasov, Anul 2018, Numar persoane, 17483
75-79 ani, Total, Total, Brasov, Anul 2019, Numar persoane, 16753
75-79 ani, Total, Total, Brasov, Anul 2020, Numar persoane, 16186
75-79 ani, Total, Total, Brasov, Anul 2021, Numar persoane, 15595
75-79 ani, Total, Total, Brasov, Anul 2022, Numar persoane, 16044
75-79 ani, Total, Total, Brasov, Anul 2023, Numar persoane, 16648
75-79 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 6329
75-79 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 6435
75-79 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 6627
75-79 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 6594
75-79 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 6687
75-79 ani, Total, Total, Covasna, Anul 2017, Numar persoane, 6990
75-79 ani, Total, Total, Covasna, Anul 2018, Numar persoane, 7104
75-79 ani, Total, Total, Covasna, Anul 2019, Numar persoane, 7304
75-79 ani, Total, Total, Covasna, Anul 2020, Numar persoane, 7513
75-79 ani, Total, Total, Covasna, Anul 2021, Numar persoane, 7174
75-79 ani, Total, Total, Covasna, Anul 2022, Numar persoane, 6881
75-79 ani, Total, Total, Covasna, Anul 2023, Numar persoane, 6565
75-79 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 9587
75-79 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 9740
75-79 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 9953
75-79 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 10139
75-79 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 10063
75-79 ani, Total, Total, Harghita, Anul 2017, Numar persoane, 10384
75-79 ani, Total, Total, Harghita, Anul 2018, Numar persoane, 10670
75-79 ani, Total, Total, Harghita, Anul 2019, Numar persoane, 10906
75-79 ani, Total, Total, Harghita, Anul 2020, Numar persoane, 11286
75-79 ani, Total, Total, Harghita, Anul 2021, Numar persoane, 11100
75-79 ani, Total, Total, Harghita, Anul 2022, Numar persoane, 10762
75-79 ani, Total, Total, Harghita, Anul 2023, Numar persoane, 10495
75-79 ani, Total, Total, Mures, Anul 2012, Numar persoane, 19135
75-79 ani, Total, Total, Mures, Anul 2013, Numar persoane, 19127
75-79 ani, Total, Total, Mures, Anul 2014, Numar persoane, 19380
75-79 ani, Total, Total, Mures, Anul 2015, Numar persoane, 19670
75-79 ani, Total, Total, Mures, Anul 2016, Numar persoane, 19535
75-79 ani, Total, Total, Mures, Anul 2017, Numar persoane, 19898
75-79 ani, Total, Total, Mures, Anul 2018, Numar persoane, 19970
75-79 ani, Total, Total, Mures, Anul 2019, Numar persoane, 19667
75-79 ani, Total, Total, Mures, Anul 2020, Numar persoane, 19585
75-79 ani, Total, Total, Mures, Anul 2021, Numar persoane, 18844
75-79 ani, Total, Total, Mures, Anul 2022, Numar persoane, 18550
75-79 ani, Total, Total, Mures, Anul 2023, Numar persoane, 18316
75-79 ani, Total, Total, Sibiu, Anul 2012, Numar persoane, 12027
75-79 ani, Total, Total, Sibiu, Anul 2013, Numar persoane, 12282
75-79 ani, Total, Total, Sibiu, Anul 2014, Numar persoane, 12547
75-79 ani, Total, Total, Sibiu, Anul 2015, Numar persoane, 13043
75-79 ani, Total, Total, Sibiu, Anul 2016, Numar persoane, 12913
75-79 ani, Total, Total, Sibiu, Anul 2017, Numar persoane, 12676
75-79 ani, Total, Total, Sibiu, Anul 2018, Numar persoane, 12248
75-79 ani, Total, Total, Sibiu, Anul 2019, Numar persoane, 11720
75-79 ani, Total, Total, Sibiu, Anul 2020, Numar persoane, 11533
75-79 ani, Total, Total, Sibiu, Anul 2021, Numar persoane, 10983
75-79 ani, Total, Total, Sibiu, Anul 2022, Numar persoane, 11309
75-79 ani, Total, Total, Sibiu, Anul 2023, Numar persoane, 11951
75-79 ani, Total, Total, Bacau, Anul 2012, Numar persoane, 23685
75-79 ani, Total, Total, Bacau, Anul 2013, Numar persoane, 23795
75-79 ani, Total, Total, Bacau, Anul 2014, Numar persoane, 24178
75-79 ani, Total, Total, Bacau, Anul 2015, Numar persoane, 24351
75-79 ani, Total, Total, Bacau, Anul 2016, Numar persoane, 24072
75-79 ani, Total, Total, Bacau, Anul 2017, Numar persoane, 23076
75-79 ani, Total, Total, Bacau, Anul 2018, Numar persoane, 21637
75-79 ani, Total, Total, Bacau, Anul 2019, Numar persoane, 20421
75-79 ani, Total, Total, Bacau, Anul 2020, Numar persoane, 19263
75-79 ani, Total, Total, Bacau, Anul 2021, Numar persoane, 18437
75-79 ani, Total, Total, Bacau, Anul 2022, Numar persoane, 18431
75-79 ani, Total, Total, Bacau, Anul 2023, Numar persoane, 18226
75-79 ani, Total, Total, Botosani, Anul 2012, Numar persoane, 17180
75-79 ani, Total, Total, Botosani, Anul 2013, Numar persoane, 17342
75-79 ani, Total, Total, Botosani, Anul 2014, Numar persoane, 17346
75-79 ani, Total, Total, Botosani, Anul 2015, Numar persoane, 17006
75-79 ani, Total, Total, Botosani, Anul 2016, Numar persoane, 16961
75-79 ani, Total, Total, Botosani, Anul 2017, Numar persoane, 16275
75-79 ani, Total, Total, Botosani, Anul 2018, Numar persoane, 15292
75-79 ani, Total, Total, Botosani, Anul 2019, Numar persoane, 14291
75-79 ani, Total, Total, Botosani, Anul 2020, Numar persoane, 13117
75-79 ani, Total, Total, Botosani, Anul 2021, Numar persoane, 11431
75-79 ani, Total, Total, Botosani, Anul 2022, Numar persoane, 11287
75-79 ani, Total, Total, Botosani, Anul 2023, Numar persoane, 10789
75-79 ani, Total, Total, Iasi, Anul 2012, Numar persoane, 24729
75-79 ani, Total, Total, Iasi, Anul 2013, Numar persoane, 24815
75-79 ani, Total, Total, Iasi, Anul 2014, Numar persoane, 25382
75-79 ani, Total, Total, Iasi, Anul 2015, Numar persoane, 25462
75-79 ani, Total, Total, Iasi, Anul 2016, Numar persoane, 25440
75-79 ani, Total, Total, Iasi, Anul 2017, Numar persoane, 24818
75-79 ani, Total, Total, Iasi, Anul 2018, Numar persoane, 23280
75-79 ani, Total, Total, Iasi, Anul 2019, Numar persoane, 21557
75-79 ani, Total, Total, Iasi, Anul 2020, Numar persoane, 20305
75-79 ani, Total, Total, Iasi, Anul 2021, Numar persoane, 18361
75-79 ani, Total, Total, Iasi, Anul 2022, Numar persoane, 18755
75-79 ani, Total, Total, Iasi, Anul 2023, Numar persoane, 18817
75-79 ani, Total, Total, Neamt, Anul 2012, Numar persoane, 20589
75-79 ani, Total, Total, Neamt, Anul 2013, Numar persoane, 20834
75-79 ani, Total, Total, Neamt, Anul 2014, Numar persoane, 21303
75-79 ani, Total, Total, Neamt, Anul 2015, Numar persoane, 21401
75-79 ani, Total, Total, Neamt, Anul 2016, Numar persoane, 21235
75-79 ani, Total, Total, Neamt, Anul 2017, Numar persoane, 20538
75-79 ani, Total, Total, Neamt, Anul 2018, Numar persoane, 19255
75-79 ani, Total, Total, Neamt, Anul 2019, Numar persoane, 17941
75-79 ani, Total, Total, Neamt, Anul 2020, Numar persoane, 16795
75-79 ani, Total, Total, Neamt, Anul 2021, Numar persoane, 15778
75-79 ani, Total, Total, Neamt, Anul 2022, Numar persoane, 15814
75-79 ani, Total, Total, Neamt, Anul 2023, Numar persoane, 15713
75-79 ani, Total, Total, Suceava, Anul 2012, Numar persoane, 24347
75-79 ani, Total, Total, Suceava, Anul 2013, Numar persoane, 24393
75-79 ani, Total, Total, Suceava, Anul 2014, Numar persoane, 24505
75-79 ani, Total, Total, Suceava, Anul 2015, Numar persoane, 24494
75-79 ani, Total, Total, Suceava, Anul 2016, Numar persoane, 23902
75-79 ani, Total, Total, Suceava, Anul 2017, Numar persoane, 22965
75-79 ani, Total, Total, Suceava, Anul 2018, Numar persoane, 21406
75-79 ani, Total, Total, Suceava, Anul 2019, Numar persoane, 20046
75-79 ani, Total, Total, Suceava, Anul 2020, Numar persoane, 18647
75-79 ani, Total, Total, Suceava, Anul 2021, Numar persoane, 16430
75-79 ani, Total, Total, Suceava, Anul 2022, Numar persoane, 17164
75-79 ani, Total, Total, Suceava, Anul 2023, Numar persoane, 17423
75-79 ani, Total, Total, Vaslui, Anul 2012, Numar persoane, 15549
75-79 ani, Total, Total, Vaslui, Anul 2013, Numar persoane, 15420
75-79 ani, Total, Total, Vaslui, Anul 2014, Numar persoane, 15396
75-79 ani, Total, Total, Vaslui, Anul 2015, Numar persoane, 15301
75-79 ani, Total, Total, Vaslui, Anul 2016, Numar persoane, 15015
75-79 ani, Total, Total, Vaslui, Anul 2017, Numar persoane, 14339
75-79 ani, Total, Total, Vaslui, Anul 2018, Numar persoane, 13558
75-79 ani, Total, Total, Vaslui, Anul 2019, Numar persoane, 13109
75-79 ani, Total, Total, Vaslui, Anul 2020, Numar persoane, 12423
75-79 ani, Total, Total, Vaslui, Anul 2021, Numar persoane, 11713
75-79 ani, Total, Total, Vaslui, Anul 2022, Numar persoane, 11764
75-79 ani, Total, Total, Vaslui, Anul 2023, Numar persoane, 11398
75-79 ani, Total, Total, Braila, Anul 2012, Numar persoane, 14256
75-79 ani, Total, Total, Braila, Anul 2013, Numar persoane, 14058
75-79 ani, Total, Total, Braila, Anul 2014, Numar persoane, 13873
75-79 ani, Total, Total, Braila, Anul 2015, Numar persoane, 13919
75-79 ani, Total, Total, Braila, Anul 2016, Numar persoane, 13936
75-79 ani, Total, Total, Braila, Anul 2017, Numar persoane, 13377
75-79 ani, Total, Total, Braila, Anul 2018, Numar persoane, 12706
75-79 ani, Total, Total, Braila, Anul 2019, Numar persoane, 11858
75-79 ani, Total, Total, Braila, Anul 2020, Numar persoane, 11143
75-79 ani, Total, Total, Braila, Anul 2021, Numar persoane, 10168
75-79 ani, Total, Total, Braila, Anul 2022, Numar persoane, 10355
75-79 ani, Total, Total, Braila, Anul 2023, Numar persoane, 10220
75-79 ani, Total, Total, Buzau, Anul 2012, Numar persoane, 21062
75-79 ani, Total, Total, Buzau, Anul 2013, Numar persoane, 20546
75-79 ani, Total, Total, Buzau, Anul 2014, Numar persoane, 20274
75-79 ani, Total, Total, Buzau, Anul 2015, Numar persoane, 19922
75-79 ani, Total, Total, Buzau, Anul 2016, Numar persoane, 19709
75-79 ani, Total, Total, Buzau, Anul 2017, Numar persoane, 19135
75-79 ani, Total, Total, Buzau, Anul 2018, Numar persoane, 18092
75-79 ani, Total, Total, Buzau, Anul 2019, Numar persoane, 17194
75-79 ani, Total, Total, Buzau, Anul 2020, Numar persoane, 16400
75-79 ani, Total, Total, Buzau, Anul 2021, Numar persoane, 15355
75-79 ani, Total, Total, Buzau, Anul 2022, Numar persoane, 15191
75-79 ani, Total, Total, Buzau, Anul 2023, Numar persoane, 14692
75-79 ani, Total, Total, Constanta, Anul 2012, Numar persoane, 20626
75-79 ani, Total, Total, Constanta, Anul 2013, Numar persoane, 20610
75-79 ani, Total, Total, Constanta, Anul 2014, Numar persoane, 21147
75-79 ani, Total, Total, Constanta, Anul 2015, Numar persoane, 21484
75-79 ani, Total, Total, Constanta, Anul 2016, Numar persoane, 21545
75-79 ani, Total, Total, Constanta, Anul 2017, Numar persoane, 21432
75-79 ani, Total, Total, Constanta, Anul 2018, Numar persoane, 20842
75-79 ani, Total, Total, Constanta, Anul 2019, Numar persoane, 20381
75-79 ani, Total, Total, Constanta, Anul 2020, Numar persoane, 19996
75-79 ani, Total, Total, Constanta, Anul 2021, Numar persoane, 18864
75-79 ani, Total, Total, Constanta, Anul 2022, Numar persoane, 19365
75-79 ani, Total, Total, Constanta, Anul 2023, Numar persoane, 19940
75-79 ani, Total, Total, Galati, Anul 2012, Numar persoane, 19121
75-79 ani, Total, Total, Galati, Anul 2013, Numar persoane, 19219
75-79 ani, Total, Total, Galati, Anul 2014, Numar persoane, 19254
75-79 ani, Total, Total, Galati, Anul 2015, Numar persoane, 18997
75-79 ani, Total, Total, Galati, Anul 2016, Numar persoane, 18946
75-79 ani, Total, Total, Galati, Anul 2017, Numar persoane, 18641
75-79 ani, Total, Total, Galati, Anul 2018, Numar persoane, 17929
75-79 ani, Total, Total, Galati, Anul 2019, Numar persoane, 17553
75-79 ani, Total, Total, Galati, Anul 2020, Numar persoane, 16970
75-79 ani, Total, Total, Galati, Anul 2021, Numar persoane, 16001
75-79 ani, Total, Total, Galati, Anul 2022, Numar persoane, 16605
